"","label","spotify_id","title","artist","key","mode","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","valence","tempo"
141,"energizing","7cSJqE5ZUqtqy7is4A3qLn","I Want It All","COIN",11,1,0.0155,0.26899999999999996,0.9109999999999999,0.0179,0.0853,-4.503,0.245,0.6809999999999999,169.396
142,"somber","72w7uKE7CkNwpLFUBHqUkC","A Sea of Roses","The Milk Carton Kids",6,1,0.92,0.516,0.166,0.0232,0.0995,-17.147000000000002,0.042,0.32899999999999996,140.548
143,"sentimental","3b9SxtCRgPFPtIGpv1qQ1t","Trouble in Paradise","Al Jarreau",2,1,0.162,0.708,0.54,0.0,0.213,-12.585999999999999,0.0274,0.757,92.583
144,"serious","0np79radFY8jP5VZYTWuGq","I Feel Like I Am Changin'","Cub Sport",0,0,0.618,0.33799999999999997,0.6859999999999999,0.0134,0.081,-7.046,0.098,0.377,114.12299999999999
145,"somber","2QTcJmSgeLRtG1c82ZYHQc","Stay","Rihanna",9,0,0.945,0.621,0.31,6.12e-05,0.11699999999999999,-10.164,0.0283,0.125,111.89299999999999
146,"excited","2lnzGkdtDj5mtlcOW2yRtG","Whenever, Wherever","Shakira",1,0,0.23600000000000002,0.7929999999999999,0.8320000000000001,1.12e-05,0.20199999999999999,-4.862,0.0406,0.872,107.661
147,"serious","5RwQuZtvlmLq6rutrcugxF","Heat-Wave","Daniel T.",1,0,0.011000000000000001,0.705,0.6559999999999999,0.54,0.17800000000000002,-8.549,0.0513,0.397,126.0
148,"serious","3ymmhmikPwzb3ZdDZ8GBgl","Unknown","Friday Night Plans",11,1,0.265,0.693,0.682,0.0006389999999999999,0.147,-9.266,0.0694,0.19,140.988
149,"somber","2plLJpUcYPFrl1sW2pMG63","Lights Up","Harry Styles",3,0,0.0426,0.585,0.62,0.00224,0.15,-8.09,0.0327,0.281,101.939
150,"serious","4FjT3dqUW2Uq0R3pMz5V7C","Help Me Lose My Mind","Disclosure",5,0,0.0395,0.78,0.708,0.0798,0.0516,-5.692,0.0549,0.345,109.023
151,"somber","489AYiTB0ylShgV29tihMo","They Call Me Tiago (Her Name Is Margo)","Tiagz",0,1,0.19899999999999998,0.88,0.578,0.418,0.0965,-7.593999999999999,0.0736,0.14800000000000002,100.999
152,"upbeat","4CoSCPlKNrWli7E5kFtbcl","Little Lies - 2017 Remaster","Fleetwood Mac",2,1,0.21600000000000003,0.64,0.649,8.3e-05,0.0551,-10.345,0.0264,0.865,124.825
153,"sensual","5cXeweQHx4XWKweCv0orSU","Broken People","almost monday",9,0,0.0696,0.758,0.7190000000000001,0.000722,0.0801,-3.728,0.0754,0.561,116.01799999999999
154,"upbeat","5BSclXJTa9B0iURhUjZo50","La Tortura (feat. Alejandro Sanz)","Shakira",0,1,0.0297,0.74,0.7829999999999999,0.000308,0.12300000000000001,-5.367000000000001,0.0427,0.812,100.01100000000001
155,"sentimental","0bHs3ly4Bv5BlzE3KrePfX","Golden","Jill Scott",10,0,0.275,0.769,0.5579999999999999,1.06e-06,0.0758,-6.232,0.0828,0.593,100.007
156,"peaceful","5Kbwsd46e2OJfI4fGPEeFX","Demonstration","Jayla Darden",9,0,0.0719,0.764,0.513,5.67e-06,0.11800000000000001,-7.71,0.0633,0.915,138.067
157,"serious","33PkTL6sVX7pu4zQdPUn6A","Honeysuckle - Julian Lamadrid Remix","Greyson Chance",11,1,0.124,0.37,0.7070000000000001,0.231,0.0807,-10.243,0.0672,0.179,109.48
158,"somber","0IbrXdAcOPb7BCQqK9NqBh","Burning Ground","Brandon Jenner",7,1,0.807,0.541,0.39,0.00673,0.158,-10.913,0.0256,0.149,97.822
159,"serious","0h32uhmiATtEFA3gfPrj1x","WON'T BE LONG","BOKN",7,1,0.0279,0.6609999999999999,0.718,2e-05,0.10099999999999999,-5.76,0.0484,0.39899999999999997,99.898
160,"sensual","41X9To0bQ4fpoSRri4NHiI","Seasons (Waiting On You)","Future Islands",10,1,0.136,0.498,0.721,0.7,0.0933,-5.232,0.0282,0.589,140.02700000000002
161,"sensual","0G1D3gX48Y56yKMQB5Q1UJ","Al Estilo Rancheron","Los Dos Carnales",8,1,0.674,0.599,0.743,0.0,0.0672,-4.254,0.0879,0.762,106.085
162,"serious","65Bynqyt59f3fojjs1Uo41","Stay With Me (feat. Jeremy Zucker)","ayokay",2,1,0.489,0.6940000000000001,0.695,0.00015900000000000002,0.131,-6.612,0.0705,0.46799999999999997,100.035
163,"sensual","1D7cfiC5mxqHfTCcOiRBej","Love You Like I Used To","Russell Dickerson",10,1,0.12,0.501,0.7879999999999999,0.0,0.13699999999999998,-4.624,0.0415,0.61,152.047
164,"somber","3LbwR2WcofkDBp4LSgGJh1","Loved You Once","Clara Mae",4,1,0.655,0.444,0.436,0.0,0.157,-5.9879999999999995,0.042,0.307,77.72399999999999
165,"somber","1dS91GGSKkkpIwKnEM4n8j","Everybody Wants To Be Loved","Yoke Lore",9,0,0.00235,0.6559999999999999,0.574,0.527,0.713,-7.66,0.0808,0.251,119.49799999999999
166,"somber","43ddJFnP8m3PzNJXiHuiyJ","The Way I Am","Ingrid Michaelson",5,1,0.7709999999999999,0.877,0.259,8.98e-06,0.10800000000000001,-9.302,0.0427,0.32,119.98899999999999
167,"aggressive","7oTi7GKtvXnwnaVFk6OkLU","Manta Rays","chloe moriondo",4,1,0.42100000000000004,0.49,0.847,0.0,0.09699999999999999,-3.852,0.0901,0.488,149.825
168,"sensual","35goAAwRgw83du1h0Ulare","Shane","Fruit Bats",2,1,0.00227,0.6779999999999999,0.789,0.575,0.324,-10.243,0.0277,0.745,125.941
169,"serious","2hdNya0b6Cc2YJ8IyaQIWp","Livin' Thing","Electric Light Orchestra",0,1,0.583,0.5489999999999999,0.6509999999999999,0.0,0.121,-7.097,0.0323,0.368,122.818
170,"serious","5g7rJvWYVrloJZwKiShqlS","Dirty Paws","Of Monsters and Men",3,1,0.107,0.359,0.649,0.0124,0.0555,-7.06,0.0349,0.133,111.709
171,"somber","5KdhJG3BXUmLoO4JdycCPw","Come and See Me (feat. Drake)","PARTYNEXTDOOR",2,1,0.0538,0.807,0.34600000000000003,2.55e-06,0.087,-10.275,0.0613,0.0608,84.98
172,"somber","2KrOAg6FftbjgSKdd2a4rS","You Are In Love","Taylor Swift",2,1,0.7070000000000001,0.474,0.48,0.00010800000000000001,0.0903,-8.894,0.0622,0.319,170.109
173,"sentimental","1RbhQxFFJM7QNKALY5JebS","With You - A Sweet Little Love Song Demo","Valerie June",7,1,0.9670000000000001,0.596,0.261,0.00454,0.11199999999999999,-13.777999999999999,0.0335,0.62,125.329
174,"aggressive","59ZTxQo8rBycIXPLUIKvE2","Dirrty (feat. Redman)","Christina Aguilera",2,1,0.107,0.64,0.889,0.0,0.33899999999999997,-3.073,0.322,0.436,99.931
175,"somber","6Eq2zpewvlyekIiLWh6HDy","Gone Again","Kevin Garrett",5,1,0.426,0.706,0.545,0.000334,0.0867,-8.191,0.0561,0.455,83.99799999999999
176,"upbeat","1dskl0MokpCo7qrzh0KYsX","Deep Dream","STRFKR",4,0,0.177,0.632,0.778,0.718,0.395,-6.983,0.0283,0.929,126.00200000000001
177,"somber","4ierRI0gl4kEfK6lMKk3HM","Footprints - Mokita Remix","Morgan Page",4,1,0.317,0.42100000000000004,0.461,0.0,0.18899999999999997,-12.708,0.0636,0.162,139.931
178,"somber","6Hw1VP98PW5QMcOGOWw1Xo","Wildwood Flower","Andrea von Kampen",5,1,0.914,0.48100000000000004,0.141,8.6e-05,0.111,-15.477,0.0341,0.307,149.609
179,"somber","3uYH99gz6GynHDJkFCqtLO","Chandelier","Twisted Measure",11,1,0.868,0.256,0.13699999999999998,0.0,0.19,-10.338,0.038,0.14300000000000002,70.692
180,"sentimental","7CO6vt2NYD2RvPWcELKvHT","Empty Streets (Acoustic Version)","Kota Banks",2,1,0.8440000000000001,0.5720000000000001,0.415,0.0,0.111,-8.761000000000001,0.0319,0.496,127.839
181,"peaceful","5Pw4Q2Z2NttJtISFFxe9MK","la la la that’s how it goes","HONNE",11,1,0.00889,0.792,0.5379999999999999,0.88,0.107,-9.105,0.0416,0.9,123.49700000000001
182,"serious","1fipvP2zmef6vN2IwXfJhY","I’m Ready (with Demi Lovato)","Sam Smith",5,1,0.00346,0.501,0.674,3.5600000000000005e-05,0.282,-6.3629999999999995,0.0408,0.152,155.05100000000002
183,"somber","2bgJYesakxwKgSnBGqj5aC","IM NOT IN THE MOOD","Colby Lafayette",2,0,0.0601,0.809,0.446,0.00255,0.0888,-6.114,0.17600000000000002,0.34299999999999997,79.993
184,"peaceful","167NczpNbRF7oWakJaY3Hh","Slow Hands","Niall Horan",0,1,0.0142,0.728,0.426,0.0,0.0546,-6.69,0.0509,0.8440000000000001,85.90799999999999
185,"somber","0y675KDleCZEudjoeL1sQQ","Feelings","Lauv",9,1,0.0934,0.6940000000000001,0.466,0.0,0.098,-6.757999999999999,0.0384,0.24600000000000002,103.01799999999999
186,"sentimental","3eze1OsZ1rqeXkKStNfTmi","Juke Jam (feat. Justin Bieber & Towkio)","Chance the Rapper",5,1,0.716,0.505,0.397,0.0,0.0853,-9.349,0.324,0.5579999999999999,95.06299999999999
187,"upbeat","660BgHpKo1jhR9MMSFn7CF","VALENTINO - Imanbek Remix","24kGoldn",4,1,0.0161,0.7909999999999999,0.795,0.0,0.36200000000000004,-4.854,0.0415,0.963,124.007
188,"somber","61RrNbOovzQBB8lomPR4Qb","Sitting Room","Beta Radio",8,1,0.91,0.475,0.31,0.195,0.111,-13.505,0.0296,0.435,142.664
189,"energizing","4AE5On9A262Wg8zm3st3De","On My Own","Shamir",1,0,0.0057799999999999995,0.624,0.863,0.00126,0.0917,-5.012,0.0395,0.636,100.01299999999999
190,"serious","7wZUrN8oemZfsEd1CGkbXE","Bleeding Love","Leona Lewis",5,1,0.188,0.638,0.6559999999999999,0.0,0.146,-5.886,0.0357,0.225,104.036
191,"serious","2ZheGCM31EbCwUfGs0WJB1","Barton Hollow","The Civil Wars",2,1,0.12300000000000001,0.40299999999999997,0.659,0.0,0.0857,-7.337999999999999,0.0303,0.435,90.854
192,"serious","5aZ1ZCYA1vdDWj7HeJoiWt","bones","FINLAY",6,0,0.636,0.6729999999999999,0.6409999999999999,6.25e-05,0.147,-7.564,0.0398,0.359,145.993
193,"sentimental","5tfFboWJhotbIPlY1aVsOD","Safe - Acoustic","Shook Twins",10,0,0.924,0.612,0.317,0.000463,0.10400000000000001,-9.763,0.0318,0.494,78.197
194,"somber","4tIhDBT9YgxR38EJ7kXN2F","Solsbury Hill","Peter Gabriel",11,1,0.37799999999999995,0.6779999999999999,0.622,0.000953,0.363,-8.875,0.0301,0.47100000000000003,102.229
195,"sensual","4zGtfOglDBfVUypabBwIjQ","Desce Pro Play (PA PA PA)","Mc Zaac",11,0,0.0769,0.935,0.71,1.92e-06,0.17300000000000001,-5.085,0.158,0.635,100.009
196,"sensual","0odIT9B9BvOCnXfS0e4lB5","Bette Davis Eyes","Kim Carnes",5,1,0.0204,0.675,0.649,0.0,0.0959,-10.270999999999999,0.0319,0.596,116.624
197,"somber","4aSfgWmRa9KsISD4Jmx7QB","This Town (feat. Sasha Sloan)","Kygo",10,0,0.506,0.736,0.449,6.63e-05,0.11699999999999999,-7.956,0.0633,0.48700000000000004,147.971
198,"sentimental","1z7ipCbtUKz3Nepd2r39bc","Shine","Benjamin Francis Leftwich",4,1,0.664,0.715,0.536,1.76e-06,0.27699999999999997,-10.498,0.0285,0.684,118.09100000000001
199,"somber","47rks3vghBGi3B8q7ZIFkv","hungover & i miss u","gnash",6,1,0.37,0.9259999999999999,0.418,7.780000000000001e-05,0.158,-8.154,0.0471,0.335,128.003
200,"sentimental","70ig0TCWBDkxBBpx1C6cj5","FAF","Juto",5,1,0.20600000000000002,0.821,0.509,0.0,0.335,-8.122,0.09,0.535,81.528
201,"sentimental","4ARjCGggd0yAjlXd2vmx5D","Stronger","Two Another",10,0,0.614,0.742,0.58,0.002,0.134,-10.064,0.228,0.6970000000000001,96.999
202,"peaceful","4rmhWBQD1jt02FadWKFHPe","Be Thankful (feat. Erykah Badu)","Omar",0,1,0.0118,0.769,0.466,0.000166,0.025,-9.392999999999999,0.0659,0.9,103.06200000000001
203,"energizing","3xuTjTxGkMVtxnHCAntxTs","French Press","Rolling Blackouts Coastal Fever",2,1,0.0412,0.397,0.915,0.0641,0.348,-5.5729999999999995,0.0539,0.7190000000000001,81.044
204,"sensual","2WuDGjp1Ydst3xHHLKO5NW","Bad Shivers","Twin Wild",0,1,0.0153,0.43700000000000006,0.794,0.0,0.33799999999999997,-5.631,0.0438,0.541,144.066
205,"excited","3SWZ9fHtWMxwkFok5qhhpO","Can You Get To That","Funkadelic",8,1,0.539,0.6890000000000001,0.83,0.0,0.0882,-8.774,0.0954,0.815,140.732
206,"sentimental","2Xb6wJYGi0QXwURw5WWvI5","Right Down the Line","Gerry Rafferty",0,1,0.213,0.7829999999999999,0.322,0.00243,0.114,-15.091,0.0343,0.77,128.226
207,"excited","3vvvVeh0CDDJObHWhwISE6","Banana (feat. Shaggy) - DJ FLe - Minisiren Remix","Conkarah",8,1,0.016,0.8240000000000001,0.8540000000000001,4.95e-05,0.11699999999999999,-5.312,0.177,0.8959999999999999,95.11399999999999
208,"serious","4QPEwDdOMhY7rNS05mTyMR","Own It (feat. Ed Sheeran & Burna Boy)","Stormzy",7,0,0.00838,0.8170000000000001,0.7809999999999999,5.21e-06,0.12300000000000001,-4.178,0.11199999999999999,0.359,104.0
209,"sensual","4N1szZrSScl8EbUg2t240H","Wallah Wallah","Garry Sandhu",5,1,0.129,0.7509999999999999,0.741,7.55e-05,0.171,-6.69,0.0553,0.607,98.014
210,"sentimental","3kWYGRf6I7ozm3NA9vllGt","Kobe Free","Lil Poppa",5,0,0.0911,0.794,0.606,0.0,0.141,-5.722,0.20600000000000002,0.664,89.001
211,"peaceful","3BJiF37kmX4HCfYSO7qBnQ","Laxed – Siren Beat","Jawsh 685",0,0,0.0577,0.736,0.62,0.6920000000000001,0.318,-8.481,0.11,0.9590000000000001,150.026
212,"sentimental","5HG8in1JeRSmGCJPz0Sa7E","Hazel","Carlie Hanson",2,1,0.0623,0.64,0.589,0.0,0.0958,-5.851,0.0413,0.561,140.011
213,"excited","2pX4FpOgwItRVPPUFdRcxA","Smooth (feat. Rob Thomas)","Santana",9,1,0.16,0.609,0.9229999999999999,4.73e-06,0.295,-3.908,0.0338,0.961,115.99600000000001
214,"somber","1MeVTXtqhNrYZpUj31eucF","Awake Me","Rosie Carney",4,1,0.958,0.521,0.15,0.0258,0.083,-11.852,0.0316,0.0394,117.17200000000001
215,"somber","3XzLC1TU451F0nPiJitk49","After Rain","Dermot Kennedy",11,0,0.505,0.48,0.418,0.0041600000000000005,0.11,-9.622,0.0312,0.319,132.404
216,"energizing","3BLFRn1bObTn2E9WQB8cBI","Housebroken Man","Quiet Life",0,1,0.0832,0.562,0.84,1.7e-05,0.0947,-5.621,0.0911,0.609,154.612
217,"somber","3NYUr2OCOXDAHqP65jOTlc","Crazy Kind of Love - From ""True to the Game 2""","Tamar Braxton",7,0,0.14400000000000002,0.28600000000000003,0.603,2.7000000000000002e-05,0.131,-6.037000000000001,0.057999999999999996,0.327,65.495
218,"aggressive","4vl2zwXsTmAxgu9iY0g6UK","I Don't Want to Be","Gavin DeGraw",0,0,0.007909999999999999,0.423,0.862,0.0,0.133,-5.13,0.0695,0.462,154.746
219,"sensual","4E6cwWJWZw2zWf7VFbH7wf","Love Song","Sara Bareilles",2,0,0.0208,0.583,0.7859999999999999,0.0,0.188,-3.142,0.0301,0.573,123.052
220,"sentimental","4SDgTLDYrJ2UrHbkRkg7MD","Panini - DaBaby Remix","Lil Nas X",5,0,0.22,0.7170000000000001,0.598,0.0,0.122,-5.6129999999999995,0.0809,0.496,153.905
221,"sensual","2Pph0CUJ8uksCBzV6iyuQF","Lost","Blake Rose",4,1,0.21600000000000003,0.597,0.687,0.0,0.107,-6.5360000000000005,0.0466,0.502,94.749
222,"sentimental","0qPeakaeFndczx9OhJIFp6","Weekend","Clubhouse",6,0,0.0948,0.9209999999999999,0.43799999999999994,0.00271,0.37,-8.771,0.0442,0.596,98.97200000000001
223,"somber","6jeWgaprnGyAsRhUcNuZKX","Toothpaste Kisses","The Maccabees",9,1,0.904,0.46399999999999997,0.428,0.0991,0.36200000000000004,-13.302999999999999,0.0822,0.466,101.58200000000001
224,"serious","3tTYxjYYcXFqFXA0AZ1Fav","Flames","David Guetta",5,0,0.0723,0.609,0.726,8.45e-06,0.0895,-4.346,0.0414,0.36200000000000004,93.958
225,"sensual","4aR9bPMAOFySBuQSbVWF3d","Smile","Lily Allen",5,1,0.00143,0.632,0.639,0.0,0.221,-5.938,0.0259,0.733,95.506
226,"sentimental","1WvRxjDesc8qkTwYQO55gI","It'll Work Itself Out","Donovan Woods",5,1,0.10800000000000001,0.625,0.43200000000000005,0.0030399999999999997,0.0995,-12.19,0.0313,0.5379999999999999,98.00200000000001
227,"serious","5B0gYfKD10F24kzbAEhgEs","Nothing But You (feat. Donnie Sloan & Ricky Ducati)","Devault",6,1,0.46,0.603,0.632,0.000218,0.0982,-9.499,0.0408,0.27,110.99799999999999
228,"somber","3DmW6y7wTEYHJZlLo1r6XJ","Shower","Becky G",2,1,0.0317,0.6990000000000001,0.529,3.59e-05,0.285,-7.547999999999999,0.0487,0.121,119.98700000000001
229,"upbeat","3MAkPH0PUgcz8QSCnlq7ts","Downtown","NEIL FRANCES",7,1,0.16,0.77,0.802,0.0421,0.0983,-7.558,0.0355,0.914,104.995
230,"somber","1DUSuNhF8P5vUGNPpQiZa5","My Bad","Khalid",5,0,0.5429999999999999,0.645,0.568,0.266,0.257,-9.127,0.0823,0.391,84.999
231,"somber","6DXRUAHQTwJuCXuhXyRU53","peas","boylife",4,1,0.303,0.249,0.342,0.0113,0.16,-10.283,0.0389,0.126,64.335
232,"sentimental","2Fxly6AusNFtTf8ZBaVWnh","SONGS ABOUT YOU","CHIKA",1,1,0.599,0.601,0.446,0.0,0.345,-6.327000000000001,0.415,0.7879999999999999,77.707
233,"upbeat","413T0g8pNNXYX6t5RqHvx7","Why Can't We Be Friends?","War",10,1,0.19,0.7759999999999999,0.7140000000000001,0.0,0.506,-9.044,0.0388,0.9620000000000001,92.448
234,"somber","6e9UaKOYpELuMxus8Ppi0U","Steady","The Staves",11,0,0.619,0.433,0.629,0.0012,0.11,-7.859,0.0365,0.222,138.857
235,"serious","3MIMKvXfK4bqkJ2wteG5Jq","The Subway Song","Delacey",0,1,0.124,0.58,0.662,0.000139,0.138,-6.207999999999999,0.0594,0.40299999999999997,108.04799999999999
236,"serious","0uDsj6KuyEjlFoqQvBcpD4","Sometimes","Kodaline",1,1,0.0035700000000000003,0.56,0.73,0.0,0.34700000000000003,-6.355,0.0266,0.47,94.99
237,"sensual","2ZSQWhxpNwAbHG3n3V5Ol1","BIG (feat. Rubi Rose)","Day Sulan",1,0,0.0619,0.904,0.7290000000000001,0.000978,0.0676,-7.279,0.0792,0.619,131.009
238,"somber","3kZC0ZmFWrEHdUCmUqlvgZ","I Will Follow You into the Dark","Death Cab for Cutie",5,1,0.924,0.517,0.20600000000000002,0.0,0.11800000000000001,-12.232999999999999,0.0421,0.489,80.40100000000001
239,"somber","3oyMHCAAcnWFdcGuVgwfhd","A Woman Like You","Lee Brice",7,1,0.245,0.5920000000000001,0.584,0.0,0.0862,-7.422000000000001,0.0305,0.371,160.048
240,"somber","0uXrseeLQkcjiI1QAmHVPm","Hurts So Good - Live From The Studio","Astrid S",10,1,0.912,0.644,0.23,0.0,0.127,-9.042,0.0862,0.42200000000000004,120.521
241,"peaceful","1HAvMItHMFRlnrbOXZBL8X","Mil Gracias Por Existir","Marca MP",0,1,0.737,0.552,0.263,0.0,0.491,-6.827000000000001,0.0454,0.858,130.69799999999998
242,"somber","0W4Kpfp1w2xkY3PrV714B7","Ho Hey","The Lumineers",0,1,0.794,0.685,0.466,2.06e-06,0.0915,-9.074,0.0304,0.353,79.936
243,"sensual","3rjb2PTHoIEccLRhXKSGje","Forget the Money","Nick Bateman",8,0,0.223,0.47,0.7170000000000001,0.568,0.314,-5.888999999999999,0.308,0.516,149.93
244,"sentimental","3LGVV5TobFNdVxVcJEtSoc","太陽","Lucky Kilimanjaro",8,1,0.263,0.581,0.615,0.0,0.0948,-4.745,0.0801,0.787,103.78399999999999
245,"somber","3AHqaOkEFKZ6zEHdiplIv7","Tokyo Drifting (with Denzel Curry)","Glass Animals",8,0,0.0816,0.708,0.496,0.000109,0.102,-8.175,0.0496,0.41200000000000003,128.914
246,"upbeat","4VgYtXCVJ7IbWAZ5ryfvEQ","Muévelo","Nicky Jam",7,1,0.41600000000000004,0.595,0.807,1.4099999999999999e-05,0.565,-2.4090000000000003,0.0489,0.919,188.081
247,"somber","72EsFNeQy959UicF9Q6H4i","Fields of Gold","Daughter of Swords",4,1,0.866,0.48100000000000004,0.385,0.0526,0.11,-12.525,0.0282,0.16399999999999998,81.971
248,"somber","5ADqP9XM6BSIqgSka1sGyt","Deliverance","RY X",6,0,0.664,0.39899999999999997,0.4,0.45299999999999996,0.10099999999999999,-12.200999999999999,0.0411,0.105,114.962
249,"serious","6ZGO8DVU5ZrpEAzNjTO0Kc","Nobody Like You (with Vera Blue)","Louis The Child",0,1,0.0036899999999999997,0.705,0.76,0.0006730000000000001,0.445,-3.5869999999999997,0.0506,0.361,103.911
250,"sentimental","0XkmeG97T4mtYlWRJcrxec","Party Girl (Remix)","StaySolidRocky",6,0,0.5329999999999999,0.752,0.375,0.0,0.175,-10.157,0.204,0.591,129.995
251,"somber","3pndPhlQWjuSoXhcIIdBjv","What They Want","Russ",1,0,0.484,0.71,0.40399999999999997,0.0,0.0953,-10.04,0.379,0.39799999999999996,139.553
252,"sensual","30XU4suKzCeoCK9YFzdufg","Born This Way","Lady Gaga",11,1,0.0032700000000000003,0.5870000000000001,0.828,0.0,0.331,-5.1080000000000005,0.161,0.494,123.90700000000001
253,"somber","6pooRNiLyYpxZeIA5kJ5EX","Good Things Fall Apart (with Jon Bellion)","ILLENIUM",2,1,0.0128,0.643,0.594,0.0,0.11800000000000001,-5.452999999999999,0.0318,0.442,144.033
254,"somber","3p0Y1C5jhaqyKW7d9oskXA","Alone","Russ",11,0,0.0874,0.537,0.528,0.0,0.0855,-7.666,0.20800000000000002,0.124,96.931
255,"upbeat","0Hw6SCrtU9pFCjgAONpnGZ","Uptight (Everything's Alright)","Stevie Wonder",5,0,0.18600000000000003,0.593,0.642,0.0,0.129,-9.894,0.0304,0.919,133.281
256,"somber","4dQCgHy1lh24ystDObYXDB","Giving It All (To You)","Haley & Michaels",9,1,0.7709999999999999,0.636,0.32,0.0,0.11699999999999999,-9.953,0.027999999999999997,0.2,114.337
257,"energizing","53xIMpFKswj3mqbPuiFJC0","GREAT NIGHT (feat. Shovels & Rope)","NEEDTOBREATHE",1,1,0.0018,0.45299999999999996,0.914,0.0,0.349,-3.445,0.0825,0.504,129.841
258,"sensual","23hxUvbibeMduzH5FyvsIw","Boss","Hott Headzz",9,1,0.0835,0.888,0.631,4.39e-06,0.242,-5.896,0.361,0.535,149.858
259,"serious","5ftPNzPPQSm3my65xrZsMa","Concentrate","CINTHIE",6,0,0.0013800000000000002,0.608,0.73,0.856,0.204,-10.97,0.0423,0.452,127.02
260,"sensual","2SI1VaGcvOCjmCb0Lthrrc","Come Alive","Felly",9,1,0.14400000000000002,0.7909999999999999,0.8,0.000101,0.121,-6.539,0.14300000000000002,0.58,119.928
261,"somber","5ELRkzdzz0HvGpMDlfZHkV","Sign of the Times","Harry Styles",5,1,0.0259,0.518,0.575,0.0,0.109,-4.6160000000000005,0.0302,0.209,120.01899999999999
262,"excited","4JIJQLsQBJoSrqS2VC9vKR","want u back","joan",5,0,0.0122,0.6709999999999999,0.948,0.00139,0.215,-4.527,0.0414,0.966,127.485
263,"peaceful","32IpXBKVD4ED5jIy9o9Uvs","Stacey's Mom","On The Rocks",9,1,0.225,0.763,0.615,0.0,0.10300000000000001,-9.026,0.0483,0.8059999999999999,120.01799999999999
264,"sentimental","1qIktGpjJbiikPxFDbuh1L","Wayside","Courtney Hartman",10,1,0.9390000000000001,0.629,0.23,0.00123,0.12300000000000001,-12.604000000000001,0.0364,0.62,117.177
265,"sensual","5sh7DKRH3YICFDDAVHVcUs","Someday","Jackie Lipson",10,1,0.19699999999999998,0.56,0.7090000000000001,0.00402,0.0922,-8.852,0.0346,0.615,167.935
266,"somber","7g0yha6Sf2nDLiXm9OuK5n","Only One","Caroline Marquard",0,0,0.37799999999999995,0.37799999999999995,0.5539999999999999,1.02e-06,0.168,-9.15,0.0378,0.337,185.783
267,"sentimental","7cyFDNnVS9DYnBknXEExE3","I'll Come Back","AVEC",0,1,0.244,0.691,0.625,7.62e-05,0.263,-6.849,0.0374,0.7240000000000001,104.99
268,"somber","3j4Y6tFOU5JCJYsghI4ZYJ","Hula Hoop Group","Cool Sounds",0,1,0.642,0.625,0.547,0.596,0.261,-9.408999999999999,0.0304,0.44799999999999995,90.039
269,"somber","6XhyqmBQDLFPaqF4fnVPun","lose touch","remme",2,1,0.364,0.601,0.488,0.0,0.195,-6.791,0.0281,0.177,126.93799999999999
270,"serious","2JrQfqxX86OYv3oQWCYzqO","Heartbeat Higher (feat. Sarah Buxton)","Eric Paslay",2,1,0.00197,0.431,0.804,0.0,0.33,-5.22,0.0505,0.408,173.892
271,"somber","6yqt6ZIeWAaxU6hguDi5HY","Diggin' for the Devil","Flip Grater",9,1,0.0425,0.6459999999999999,0.58,0.531,0.0836,-10.106,0.0517,0.41200000000000003,121.984
272,"sensual","1e9oZCCiX42nJl0AcqriVo","Watermelon Sugar","Harry Styles",0,1,0.122,0.5479999999999999,0.816,0.0,0.335,-4.209,0.0465,0.557,95.39
273,"sensual","3OjoMJd2LepudR80T8NTop","Shark Smile","Big Thief",6,0,0.132,0.615,0.753,0.502,0.11599999999999999,-8.152000000000001,0.0859,0.555,131.045
274,"energizing","4yyFQvhFzwehcd4rNww13N","Apple Juice","Oscar Lang",0,1,0.000659,0.44299999999999995,0.867,8.840000000000001e-05,0.12,-5.641,0.0484,0.706,169.84099999999998
275,"somber","3HWzoMvoF3TQfYg4UPszDq","Truth Hurts","Lizzo",4,0,0.11,0.715,0.624,0.0,0.12300000000000001,-3.0460000000000003,0.114,0.41200000000000003,158.08700000000002
276,"sensual","6Pi1WqBTTSjtl6BWHQSccH","Lovely Day","Bill Withers",9,1,0.179,0.7020000000000001,0.6579999999999999,0.0006360000000000001,0.1,-7.835,0.0332,0.736,97.851
277,"somber","4MJfCOcc2PpWOrUqOpvy1S","Sunflower Seeds","Bryce Vine",10,1,0.19399999999999998,0.723,0.593,5.3500000000000006e-05,0.217,-5.816,0.0308,0.273,92.985
278,"somber","7xWIEXBRkxD30V28lTjVJg","Love You Twice","Lilla Vargen",7,1,0.8640000000000001,0.49700000000000005,0.11800000000000001,4.13e-05,0.11599999999999999,-11.995999999999999,0.0318,0.16399999999999998,95.113
279,"somber","5CkILcn5YhXYJ1XDuGwrGN","Selfish - Alan Walker Remix","Madison Beer",9,1,0.136,0.5770000000000001,0.5770000000000001,0.0,0.055,-5.893,0.0471,0.31,157.838
280,"sensual","7FCZhkhzEUVNUAlGauNKIe","Lovers + Strangers","Starley",1,1,0.109,0.653,0.69,0.0,0.136,-5.003,0.0756,0.652,110.214
281,"somber","6lg1rLyW6bDMxZVesz0WAO","Louise","Mipso",10,1,0.768,0.639,0.381,2.25e-06,0.214,-9.427999999999999,0.0321,0.489,89.897
