"","label","spotify_id","title","artist","key","mode","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","valence","tempo"
3319,"serious","6Lgi0kDsSMAalC69EMtrGe","My Love","Jack Gilinsky",10,0,0.153,0.66,0.7140000000000001,0.0,0.0553,-4.706,0.0668,0.441,172.097
3320,"energizing","1qllLKJnt5gbnVyFtkBlTp","La Trokita","Eslabon Armado",10,1,0.568,0.522,0.882,0.0,0.115,-6.202999999999999,0.0404,0.626,98.62700000000001
3321,"serious","36lNDeaRf8F8aYaP0zaHpm","50//50","Vantage",7,1,0.0618,0.8370000000000001,0.7,0.85,0.0926,-7.212000000000001,0.0506,0.4,124.139
3322,"somber","68RPiG9FfRnOp8tVKwA57L","i luv him.","Catie Turner",0,1,0.8540000000000001,0.647,0.17600000000000002,0.0,0.19899999999999998,-9.5,0.0759,0.43700000000000006,122.795
3323,"somber","2IDLUO7LuKyTiLZLIEVvoG","Selfluv","RICEWINE",2,1,0.8540000000000001,0.752,0.36700000000000005,0.278,0.0846,-8.667,0.0312,0.20199999999999999,95.84100000000001
3324,"somber","4tGjoffVHvUvb5RDE60sjX","Losin Control","Russ",6,1,0.51,0.7609999999999999,0.247,0.000275,0.0968,-6.597,0.145,0.262,97.01299999999999
3325,"serious","73WyCOipkJRtIH8klizJd5","Strangers","Mt. Joy",7,1,0.7390000000000001,0.564,0.636,0.0224,0.0807,-8.136000000000001,0.0418,0.218,101.913
3326,"sensual","1ZvfqmwSzctHtPl2TEugJr","Version of Me","Delilah Montagu",1,1,0.302,0.6629999999999999,0.698,0.00139,0.10800000000000001,-7.138999999999999,0.0364,0.774,104.99600000000001
3327,"aggressive","2cDx3NJJoxmWmtmi3o0nj9","White Flag","Joseph",2,1,0.036000000000000004,0.565,0.862,0.00146,0.244,-4.7410000000000005,0.0431,0.462,108.042
3328,"sentimental","42cHfChm4Xd56qlwBHclIJ","One of these nights - feat. Jua","VivaOla",6,1,0.226,0.779,0.563,0.000301,0.0798,-7.385,0.0654,0.706,105.01
3329,"somber","5ZUObJNpVt2l9GogUSfALc","The Trouble with Wanting","Joy Williams",2,1,0.912,0.396,0.198,0.0,0.0972,-9.096,0.031,0.19,138.624
3330,"somber","3HZuxQ80VWOsBWws8XQdFB","F2020","Avenue Beat",2,1,0.5870000000000001,0.7020000000000001,0.597,3.62e-06,0.11199999999999999,-7.067,0.207,0.38299999999999995,85.016
3331,"upbeat","30jQJuhVI8riaN1K3TEwFA","My Babe","Whitehorse",4,1,0.115,0.621,0.79,1.32e-05,0.321,-4.4639999999999995,0.0884,0.9470000000000001,172.102
3332,"serious","6KSo1lI5GUtlvksaDWM7ZO","Missing You","Boston Bun",0,0,0.00301,0.675,0.8109999999999999,0.0413,0.126,-6.966,0.0629,0.271,126.023
3333,"excited","6ON9qDoT2beR9dQ0evOOj1","Banana (feat. Shaggy)","Conkarah",8,1,0.0582,0.856,0.8340000000000001,0.0,0.0721,-4.012,0.245,0.8240000000000001,95.056
3334,"somber","1Xi84slp6FryDSCbzq4UCD","Arcade","Duncan Laurence",9,0,0.818,0.45,0.32899999999999996,0.00109,0.135,-12.603,0.0441,0.266,71.884
3335,"sensual","4eZEMx539c9l1lLltt88kc","Control - Remix","Aaron Taos",5,0,0.213,0.633,0.634,0.00011899999999999999,0.11699999999999999,-8.06,0.032,0.6,150.939
3336,"somber","6QdfBpsZpbUqDW3Ylwset1","You Are My Love - 2012 Collection Remaster","Liverpool Express",9,0,0.461,0.26899999999999996,0.574,0.000417,0.131,-6.9910000000000005,0.0368,0.23399999999999999,84.27600000000001
3337,"somber","3t3jjmmEisYLguDIgpVj53","Last Request","Omar",5,0,0.0445,0.414,0.485,0.0,0.107,-11.578,0.0443,0.281,161.466
3338,"serious","2hfoyc7ve6xM4ZEiNIiU1B","Gimme Love","Joji",5,1,0.696,0.48200000000000004,0.631,0.0242,0.209,-6.917000000000001,0.0986,0.0743,126.57600000000001
3339,"energizing","0Quhzm1B1Z9I5S9RP6BgLh","Lucky","PNAU",0,1,0.0285,0.585,0.956,0.0,0.213,-3.577,0.0564,0.593,120.00399999999999
3340,"upbeat","7GDjBYc8Q3li08dXaZcMB9","Disco Man","Remi Wolf",6,0,0.044000000000000004,0.6859999999999999,0.682,0.0142,0.43,-7.654,0.0453,0.856,84.992
3341,"serious","6h7jn2jE2EqJadOkDXsDJh","Sleepless Nights (feat. Kamasi Washington & Phoelix)","Terrace Martin",8,1,0.49200000000000005,0.652,0.6709999999999999,0.0863,0.0873,-7.254,0.0446,0.249,91.51799999999999
3342,"aggressive","0Rww3ql3uRmzTvLOVBFlpn","Love To Give","Dimension",11,1,0.0819,0.45399999999999996,0.977,0.00463,0.141,-0.945,0.069,0.311,173.797
3343,"sentimental","5AujkwFB6bDb3WOleq6Lsj","Tuff","Jaah SLT",5,1,0.294,0.9390000000000001,0.22899999999999998,0.0,0.0639,-13.913,0.17300000000000001,0.546,99.946
3344,"somber","3WLwkFXJpZ1VpDxAh0DXzz","She's Casual","The Hunna",2,1,0.0132,0.435,0.591,0.0,0.10099999999999999,-6.973,0.057,0.0941,129.93
3345,"excited","4nxKS9vm2XDSGnW0r4kpoQ","Past Lives - Tuff City Kids Remix","Local Natives",2,1,0.00297,0.64,0.9690000000000001,0.621,0.106,-5.949,0.0432,0.8340000000000001,117.007
3346,"somber","0CbrERKhSJKwgRNDLpopQt","Coming Around","Jes Frances",2,0,0.0312,0.674,0.36700000000000005,2.8600000000000004e-05,0.0778,-7.604,0.0288,0.40299999999999997,130.047
3347,"sensual","6YC7QvFgHDZxD800SUsHsl","Pyramid Shakes","Newspeak",7,0,0.0070799999999999995,0.628,0.8029999999999999,1.0199999999999999e-05,0.12300000000000001,-6.659,0.0312,0.7020000000000001,123.005
3348,"somber","2k9N4caeCIJLOWwWwssrEM","Easily","Bruno Major",7,0,0.491,0.772,0.256,0.0061200000000000004,0.14400000000000002,-8.545,0.0481,0.35700000000000004,118.902
3349,"somber","1YUWrIxYwmcrp30xtA9ZQ8","summer nights","Snøw",6,1,0.23600000000000002,0.504,0.518,0.0,0.396,-7.62,0.0374,0.34600000000000003,145.093
3350,"somber","4SFc7ZgfIz3mI8va545jmx","Hold On - 2020 Remaster","En Vogue",1,1,0.0811,0.7120000000000001,0.629,0.0,0.33799999999999997,-6.675,0.0676,0.381,96.95
3351,"excited","51BzuUGYPrKP9j1kG64OQ3","The Joke - Bayonne Remix","Flock of Dimes",5,1,0.583,0.607,0.8859999999999999,0.946,0.0894,-5.395,0.0289,0.8059999999999999,140.029
3352,"peaceful","3ayMnAwCxwIVV2K2nI4K2Y","MARITIME GIRL","Johnny High",4,0,0.318,0.853,0.359,1.74e-06,0.111,-10.253,0.298,0.8170000000000001,160.02100000000002
3353,"upbeat","7zcLCtqtovzOjUIr0GMAPh","Cruise","Home Free",11,1,0.298,0.584,0.805,0.0,0.10300000000000001,-4.0569999999999995,0.109,0.89,74.938
3354,"sensual","3rBfD2swVRrL2yoqnTh2Fx","Matemáticas","Dalex",6,1,0.057,0.602,0.728,0.0011099999999999999,0.0797,-2.8689999999999998,0.237,0.513,167.872
3355,"excited","72wEtgEkcLQ5x4F4ktiVSH","Pa' Mayté","Carlos Vives",0,0,0.0287,0.716,0.871,6.32e-06,0.11699999999999999,-7.336,0.0606,0.9670000000000001,123.851
3356,"somber","7Hxnfdl30YITvCxI6YvHaP","Hero","Regina Spektor",9,0,0.9590000000000001,0.39299999999999996,0.135,0.00198,0.16399999999999998,-11.110999999999999,0.0514,0.15,209.81599999999997
3357,"sensual","0y7I9HOzO9rY2KAIBZZI3S","The Weekend","David Puentez",6,1,0.6629999999999999,0.805,0.665,1.3e-06,0.135,-4.1610000000000005,0.0433,0.77,125.935
3358,"aggressive","4KpbD67QmMxvdSVGOGiqlj","Lose Myself","Faustix",11,0,0.0646,0.625,0.871,0.0,0.885,-3.707,0.0532,0.44799999999999995,108.038
3359,"sensual","0bGH7ezs7WdDwpqnsvGf1z","Purple Hat","Sofi Tukker",9,1,0.331,0.777,0.7440000000000001,0.0073,0.08800000000000001,-7.42,0.204,0.654,94.01899999999999
3360,"peaceful","47CK1SBOe7VR65GEmZmPjk","Laxed - Siren Beat","Jawsh 685",0,0,0.0113,0.7390000000000001,0.529,0.693,0.33399999999999996,-8.741,0.0891,0.91,150.004
3361,"serious","7vjjfdum71w8bbkNSQdnDL","Blame It on Me","George Ezra",3,1,0.435,0.526,0.7190000000000001,0.0,0.32,-4.4719999999999995,0.0281,0.467,103.84899999999999
3362,"sentimental","7KkTzbKMmPkstgOTTg7OQO","Keep It in Line - Yeasayer Remix","BRONCHO",11,1,0.146,0.68,0.627,6.879999999999999e-05,0.132,-7.242000000000001,0.0292,0.522,129.838
3363,"aggressive","07Oz5StQ7GRoygNLaXs2pd","Good as Hell (feat. Ariana Grande) - Remix","Lizzo",5,0,0.298,0.6679999999999999,0.892,0.0,0.735,-3.0010000000000003,0.0645,0.478,95.927
3364,"aggressive","3DNE6c8U1fNreWOAkOqiXW","Golden","Thomas Hayes",9,1,0.0039299999999999995,0.466,0.894,0.0,0.15,-4.67,0.066,0.18600000000000003,128.13299999999998
3365,"somber","2NWVdwbd2hPIzC2lyf4y63","Moral of the Story (feat. Niall Horan)","Ashe",10,1,0.495,0.599,0.374,0.0,0.221,-8.896,0.0385,0.22399999999999998,119.9
3366,"sentimental","2bJMgBZpJyUQtyZ8vhE2IV","We'd Be Friends","Brigetta",11,0,0.209,0.7120000000000001,0.39399999999999996,0.0,0.0817,-8.607999999999999,0.306,0.616,199.90900000000002
3367,"sentimental","6M5mstAqLWlfUu1F1Rmqaq","Save A Little For Yourself","Mandy Moore",0,1,0.00307,0.588,0.5920000000000001,0.0,0.0628,-4.688,0.034,0.765,153.72
3368,"sentimental","4DENdZLRn861E6wu8TgXok","Harm","Marcaux",11,0,0.0415,0.895,0.27,0.0,0.15,-11.459000000000001,0.45399999999999996,0.5429999999999999,89.991
3369,"somber","4gHey1tsvUgdXSJfHWuQOG","purple circles","Jades Goudreault",1,0,0.7909999999999999,0.58,0.474,2.48e-05,0.141,-13.952,0.2,0.369,119.90799999999999
3370,"energizing","7cbAAx4SgTrc3YHyLDOY7d","Alligator Swamp Monster","Kip Macklejar",2,1,0.0259,0.599,0.903,0.0,0.5760000000000001,-5.622999999999999,0.0577,0.528,90.05799999999999
3371,"aggressive","2UhhSTIAKDa5lwWItkYvIE","No Way","The Naked And Famous",7,1,0.00135,0.44799999999999995,0.85,0.276,0.23199999999999998,-6.564,0.0416,0.0825,129.946
3372,"somber","5b5TFxOActpzojAUxDwP92","Sleep Deprived","Tore Bojsten",9,1,0.853,0.547,0.233,0.0,0.335,-9.212,0.0435,0.331,96.43299999999999
3373,"upbeat","1p7m9H4H8s0Y7SgRm7j3ED","Flaca","Andrés Calamaro",7,1,0.21,0.7390000000000001,0.745,0.0135,0.127,-6.6579999999999995,0.0267,0.9490000000000001,109.32600000000001
3374,"somber","6Ri9UCon5eF07GqlNDk98L","Feel Like","Andrey Azizov",5,0,0.165,0.363,0.545,0.0,0.0842,-8.474,0.105,0.335,103.765
3375,"peaceful","5xppwWDC7lzc1UzJLOgdv0","Satisfaction","Bill Champlin",8,1,0.0509,0.584,0.627,0.0036299999999999995,0.0559,-11.860999999999999,0.0579,0.882,100.96
3376,"somber","1n4vgMWmmNlXrvyxQFhUEl","If You’re Too Shy (Let Me Know)","The 1975",2,1,0.0151,0.639,0.63,0.0374,0.0959,-6.1,0.0325,0.218,125.648
3377,"peaceful","5AoTuHE5P5bvC7BBppYnja","Respect - 2003 Remaster","Aretha Franklin",0,1,0.0723,0.7440000000000001,0.612,0.000532,0.0692,-6.386,0.0333,0.961,114.991
3378,"serious","77hjM9bMmgfTGJXv14UFmi","Play That Song","Train",0,0,0.0231,0.392,0.825,2.25e-06,0.0972,-2.068,0.0535,0.48200000000000004,98.959
3379,"somber","3vutFeUl31fjJyPpAGmLGf","Breathe Again","Harrison Storm",11,0,0.263,0.452,0.539,2.2e-05,0.10800000000000001,-7.327000000000001,0.0423,0.326,184.373
3380,"serious","6B2RbPOuwAKtxNAnIKY63A","24","Arizona Zervas",0,1,0.156,0.735,0.794,0.0,0.11,-3.4339999999999997,0.193,0.46,147.98
3381,"energizing","1Cwsd5xI8CajJz795oy4XF","You Get What You Give","New Radicals",2,1,0.17,0.621,0.9009999999999999,0.0,0.0875,-5.396,0.0302,0.7440000000000001,113.96700000000001
3382,"excited","0ENnFTmWQ9d9T8wggESK7X","Oye Mi Canto","N.O.R.E.",6,1,0.281,0.652,0.912,0.0,0.28,-6.565,0.0485,0.963,95.961
3383,"upbeat","5bcTCxgc7xVfSaMV3RuVke","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",11,0,0.0642,0.893,0.745,0.0,0.0943,-3.105,0.0571,0.872,101.01799999999999
3384,"upbeat","0xMEF2WiqKWTIG7Krjungw","The Distance","Cake",11,0,0.00796,0.46299999999999997,0.7490000000000001,0.0021899999999999997,0.0558,-8.118,0.0891,0.888,183.048
3385,"upbeat","3haxUceS8i97BLoB7WH3Mj","Over My Head","Echosmith",11,0,0.0968,0.6559999999999999,0.723,0.0,0.34299999999999997,-4.975,0.0262,0.904,105.04899999999999
3386,"sensual","0zS3tYNsuzvba8q56930T2","Love Music","Hot Toddy",11,1,0.00587,0.742,0.691,0.77,0.25,-7.862,0.0693,0.698,119.98700000000001
3387,"sensual","3YrT4nWBMF1eEHYc2fNOht","Coming Up Short","BLOXX",2,1,0.0047,0.53,0.721,5.79e-06,0.0568,-4.599,0.0431,0.594,150.988
3388,"serious","5TFNLwaVqrBUAU0lwxUVoH","Better Together","Boston Bun",5,1,0.000408,0.622,0.7959999999999999,0.00011200000000000001,0.135,-4.5569999999999995,0.19699999999999998,0.41,124.976
3389,"somber","69ikKUich8Du0jig7CHAxY","Lonely Nights","Noelle Johnson",11,0,0.184,0.486,0.515,0.0,0.139,-11.335,0.0429,0.488,136.97899999999998
3390,"sentimental","3Vtl4Xc9cKVs1UoenXtScn","Floating (feat. Khalid) [filous Remix]","Alina Baraz",4,1,0.47200000000000003,0.757,0.614,0.0,0.161,-6.827999999999999,0.126,0.616,90.523
3391,"somber","5giQdpVtrrX8L8mcBNHGIa","People Wither","Feng Suave",9,1,0.76,0.636,0.299,0.00146,0.0786,-15.139000000000001,0.028999999999999998,0.48100000000000004,102.992
3392,"somber","3uUuMn3IsBKJaOochRe8UR","Wake Me When It's Over","Faouzia",1,1,0.163,0.682,0.287,0.0,0.155,-9.732000000000001,0.0418,0.059000000000000004,125.009
3393,"serious","7EGhmltmWJHCHobd3g8Hnw","No Air (feat. Chris Brown)","Jordin Sparks",8,0,0.0521,0.466,0.759,0.0,0.0587,-4.978,0.19899999999999998,0.32799999999999996,160.033
3394,"somber","6GmUVqe73u5YRfUUynZK6I","Let Her Go","Passenger",7,1,0.365,0.479,0.545,0.0,0.0963,-7.346,0.0688,0.244,74.89699999999999
3395,"sensual","3WKYap1V0mdQvsPsGwFxMH","Jolene","Chiquis",7,1,0.16699999999999998,0.7140000000000001,0.742,0.0,0.168,-4.2410000000000005,0.0424,0.636,100.016
3396,"somber","5tcYKYGd4mUINAgmkJ4cha","I Don't Want to Post This","Ryan Amador",7,1,0.436,0.639,0.429,0.0,0.0943,-11.024000000000001,0.0423,0.469,119.984
3397,"sensual","5wEh1ldf7UpYt0yoYPyt3b","Getting Down","CB30",7,0,0.0112,0.47100000000000003,0.655,0.0,0.124,-4.765,0.0327,0.517,81.806
3398,"energizing","3Hb1ruUFpy5n5h8Tzh7niL","TV Kween","Abbie Ozard",0,1,0.0111,0.586,0.882,0.0653,0.32,-4.739,0.0301,0.627,113.008
3399,"somber","0nR8gPc7acGtRzqibN4P7a","Everyone's the Same","Andi",0,0,0.136,0.6920000000000001,0.5329999999999999,0.0,0.203,-4.445,0.0308,0.0824,122.021
3400,"somber","0bKE1aUML35JRFjfUDrso8","Freedom (#1)","MØ",7,0,0.955,0.359,0.271,0.00144,0.16,-8.988,0.032,0.14300000000000002,130.874
3401,"somber","3yHbeOQLmNRo1KGfH0lNJz","The Greatest Showman Medley: The Greatest Show / A Million Dreams / Never Enough / Rewrite the Stars / This Is Me","Anthem Lights",10,1,0.733,0.319,0.408,0.0,0.0918,-7.0920000000000005,0.0307,0.38,131.605
3402,"somber","0QsHR0M7pbrVIVwTYKUM18","Branscombe","Wovoka Gentle",7,1,0.721,0.556,0.389,0.8859999999999999,0.111,-15.394,0.028999999999999998,0.0879,111.012
3403,"somber","0FLwo3U1NrjocfK2FDisrX","Don't Cry For Me (with Jason Derulo)","Alok",1,0,0.105,0.69,0.5870000000000001,0.0,0.102,-6.53,0.0466,0.278,104.046
3404,"serious","4RVtBlHFKj51Ipvpfv5ER4","Drown (feat. Clinton Kane)","Martin Garrix",9,1,0.212,0.573,0.7390000000000001,0.0,0.175,-5.455,0.0581,0.363,120.07700000000001
3405,"serious","5S2kAgrRjb0dwuGN6jB3YS","Love Me Like You Never Did (Radio Edit)","Markus Schulz",6,1,0.0356,0.515,0.675,0.0,0.15,-4.801,0.0358,0.21600000000000003,128.14
3406,"somber","2tTY9mdhOnqW46iRV0Rq8J","Place Like This","Wingtip",6,1,0.682,0.562,0.355,0.00135,0.295,-10.68,0.0565,0.205,135.019
3407,"peaceful","5IMtdHjJ1OtkxbGe4zfUxQ","Escape (The Pina Colada Song)","Rupert Holmes",0,1,0.467,0.836,0.509,4.1e-06,0.0436,-13.668,0.0548,0.9490000000000001,138.714
3408,"somber","3evHzU2xmG80c3jS4YT6ZI","Love Is Love","Grace Potter",8,1,0.33399999999999996,0.562,0.579,0.0,0.175,-7.138,0.0483,0.389,153.075
3409,"somber","3CRtbOoAP82y0VbPO5j1ft","Too Sad To Cry","Sasha Sloan",10,1,0.843,0.496,0.27,0.0,0.114,-9.932,0.0361,0.23399999999999999,121.52
3410,"upbeat","386RUes7n1uM1yfzgeUuwp","The Lazy Song","Bruno Mars",11,1,0.332,0.738,0.804,0.0,0.27899999999999997,-3.8510000000000004,0.0621,0.9490000000000001,174.94299999999998
3411,"somber","3npzogdOEiVsieXmmhBepL","The Bones","Maren Morris",11,0,0.27899999999999997,0.612,0.57,0.0,0.0963,-6.642,0.0347,0.335,77.00399999999999
3412,"upbeat","2MbdDtCv5LUVjYy9RuGTgC","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",11,0,0.0631,0.904,0.723,0.0,0.185,-5.224,0.26,0.835,145.013
3413,"somber","0gySkOOewOdZtHG8stPEB8","Young & Sad","Noah Cyrus",7,0,0.5920000000000001,0.618,0.428,0.0,0.192,-8.5,0.038,0.359,142.02100000000002
3414,"somber","0kDUBMqeggD9gYUsYzdJLx","Marmot","Baby Rose",9,0,0.455,0.647,0.542,0.00375,0.10800000000000001,-10.184,0.047,0.46299999999999997,114.01700000000001
3415,"serious","70YPzqSEwJvAIQ6nMs1cjY","In Your Arms (with X Ambassadors)","ILLENIUM",2,1,0.198,0.40399999999999997,0.8059999999999999,0.0,0.114,-4.75,0.0496,0.11199999999999999,148.036
3416,"sentimental","0r8M4zqlJeV0XPtCxyQ6fn","Auriga","Odin Sørlie",10,1,0.996,0.39799999999999996,0.0336,0.9620000000000001,0.13,-30.369,0.0551,0.612,72.166
3417,"upbeat","676Rf0qIOh2gKNEl9TnCOx","Get Ready","The Temptations",7,1,0.40399999999999997,0.59,0.737,0.0,0.10800000000000001,-5.867000000000001,0.0384,0.877,132.966
3418,"somber","7Ivlg6WEcmRLCqO32ZhfGd","SUMMER GIRL","Ian Hugel",4,1,0.37,0.564,0.429,0.00515,0.268,-13.114,0.0371,0.20600000000000002,160.3
3419,"somber","0pdKRp2sUthTPe7RLWpPqQ","You're Somebody Else","flora cash",1,1,0.841,0.713,0.452,0.0038,0.105,-9.638,0.0295,0.235,102.963
3420,"serious","4TWn4YeBaTqDURrYLd6k0a","Raise Hell","Brandi Carlile",11,0,0.228,0.652,0.773,7.41e-06,0.0972,-4.798,0.0457,0.435,105.946
3421,"somber","0ci1kKhT51MR9Ghd43S8Y7","Who's Right, Who's Wrong","Kenny Loggins",0,1,0.299,0.552,0.414,0.00185,0.147,-14.067,0.0472,0.47200000000000003,148.747
3422,"somber","5F5tU7gE94Kmzi7lHPCgUp","Feel Better Now","Jean Tonique",8,1,0.7709999999999999,0.737,0.441,0.009340000000000001,0.106,-9.086,0.0374,0.23,105.0
3423,"somber","3J6bLodhUHgNyzEZLgcieN","Love Me Land","Zara Larsson",2,0,0.0945,0.302,0.48100000000000004,5.33e-06,0.142,-7.023,0.0625,0.252,216.334
3424,"serious","3IMh0b6bFDuFNB7F0E0A9h","Why Did You Run?","Judah & the Lion",1,1,0.0682,0.382,0.743,0.0,0.0901,-5.093,0.0548,0.469,205.66
3425,"upbeat","3JoQRs8V7dq38TUEbzgTGk","What A Time To Be Alive","George Pelham",5,0,0.0149,0.679,0.684,0.0,0.0873,-4.495,0.0688,0.821,80.49
3426,"somber","34I7k03M8nh8HDlLcrHlVS","Kings","Kosine",10,0,0.701,0.47700000000000004,0.515,2.57e-05,0.15,-6.879,0.0298,0.34,79.77199999999999
3427,"somber","6dWq0V9dPICE2mHRNEEQIR","The Song","Aiden Myers",11,0,0.907,0.473,0.386,0.0,0.12300000000000001,-9.142999999999999,0.0402,0.17800000000000002,74.92699999999999
3428,"somber","0HFBVwKtD5kBrQQseDwagJ","Sister","Haux",8,1,0.917,0.45299999999999996,0.0287,0.000113,0.10099999999999999,-22.37,0.136,0.473,187.229
3429,"energizing","0KDaN0HL3TcJVTbXlQCEsS","Torn","Natalie Imbruglia",5,1,0.0647,0.575,0.8859999999999999,0.00018700000000000002,0.7090000000000001,-5.182,0.034,0.608,96.30799999999999
3430,"energizing","1ZXZQqS5hNvnKvhK8Q6Vz3","I'll Never Belong","The King Khan & BBQ Show",9,0,0.265,0.293,0.889,0.757,0.365,-6.097,0.087,0.579,151.42600000000002
3431,"somber","7Fg0NsDZWTnQBVE9OYph1S","Maybes - Edit","Giraffage",6,1,0.0607,0.685,0.406,0.795,0.0959,-10.47,0.0314,0.20800000000000002,139.783
3432,"sensual","4gGZc6MMYavM5KFS2zwOVL","1 Billion Views","EXO-SC",0,0,0.36200000000000004,0.735,0.727,0.0,0.0997,-2.8369999999999997,0.0364,0.612,111.928
3433,"aggressive","5iHK8VI9XkJJdXQHCBXeM4","Will Do","TV On The Radio",2,0,0.0146,0.563,0.857,0.00818,0.0681,-3.4539999999999997,0.0364,0.42200000000000004,79.979
3434,"energizing","7H6iMweEZoMlpdNiuZf9Gi","No Hope Generation","Mura Masa",2,1,0.0256,0.536,0.868,0.501,0.12300000000000001,-8.214,0.0542,0.696,165.014
3435,"somber","65gamarWLet1XzenwaeMVt","Euphoria.","James Curry",11,0,0.48100000000000004,0.6970000000000001,0.51,0.0028,0.134,-10.46,0.091,0.161,80.042
3436,"excited","3UUjYLkGzItgoyEwdEtq9e","Alapathy","Fenne Lily",8,1,0.466,0.5539999999999999,0.9109999999999999,0.516,0.0668,-6.281000000000001,0.0291,0.968,157.628
3437,"sensual","1dJX2lSiKGbkjKMB9PJuBq","Running With The Night","Lionel Richie",9,0,0.0124,0.755,0.664,0.00511,0.153,-11.094000000000001,0.0342,0.768,120.171
3438,"serious","21n2QanagCPHNqX4TOC0VG","Glimpse","Rushes",10,0,0.0321,0.622,0.818,0.00047999999999999996,0.135,-3.9619999999999997,0.158,0.25,153.983
3439,"sensual","1U1hHDgjZC1WbZ7aVR2mMf","NIGHT RUNNING","Shin Sakiura",9,1,0.083,0.7170000000000001,0.748,0.0,0.0733,-6.336,0.0443,0.5,114.96799999999999
3440,"upbeat","02lWvvpZeShhBCwP3ScOlu","Garden Party","Roman Flügel",10,1,0.0123,0.718,0.812,0.907,0.107,-7.876,0.0336,0.888,120.008
3441,"aggressive","0JiY190vktuhSGN6aqJdrt","So What","P!nk",11,0,0.00032900000000000003,0.534,0.87,0.0,0.24100000000000002,-3.0780000000000003,0.0425,0.462,126.01899999999999
3442,"somber","4l0Mvzj72xxOpRrp6h8nHi","Lose You To Love Me","Selena Gomez",4,1,0.556,0.488,0.34299999999999997,0.0,0.21,-8.985,0.0436,0.0978,102.819
3443,"somber","3V12MJj9mQlIVovOTcH71v","Needed","Amanda Fondell",0,1,0.316,0.696,0.312,0.0,0.158,-8.816,0.0451,0.188,141.828
3444,"somber","72794Eag03xdy7TO0KNuid","Cayendo (Side A - Acoustic)","Frank Ocean",3,0,0.982,0.35,0.12,0.00028900000000000003,0.10300000000000001,-11.104000000000001,0.0393,0.121,68.995
3445,"somber","377VZxggrGqZGSpQaTt6l2","Thank God","Sasha Sloan",11,1,0.8009999999999999,0.591,0.237,0.000246,0.0928,-9.06,0.042,0.212,185.65200000000002
3446,"sentimental","63SHcJzckFykS8faA5zojY","Vem Me Satisfazer","MC Ingryd",8,1,0.596,0.862,0.561,0.0,0.10800000000000001,-5.702999999999999,0.335,0.541,99.86399999999999
3447,"somber","3O2pB9JHreUZ9F83qSNmu8","If I Get High","Nothing But Thieves",4,1,0.0104,0.441,0.57,0.0146,0.12300000000000001,-5.584,0.032,0.11699999999999999,139.876
3448,"sentimental","2mqSzhWWZePP0un56ikszA","rock n roll","Dijon",0,1,0.493,0.522,0.33799999999999997,9.47e-06,0.0933,-10.511,0.445,0.564,107.47399999999999
3449,"somber","7t2tScsMgo0PavnxPpGg9i","Tiger Striped Sky","Roo Panes",2,1,0.9470000000000001,0.48200000000000004,0.183,0.0099,0.10800000000000001,-15.931,0.0364,0.16,139.863
3450,"serious","5h4pQW7cpKPby2pUoIxl1O","Stay With Me","Kryder",2,1,0.0132,0.595,0.6629999999999999,5.5700000000000005e-05,0.11900000000000001,-5.494,0.0315,0.402,126.97200000000001
3451,"sentimental","5mIOsPuQdXchVY0jB5NO9Q","4EVER","Clairo",9,0,0.049,0.75,0.585,0.005520000000000001,0.155,-7.5760000000000005,0.0285,0.584,102.331
3452,"sentimental","4PEbNdnFtpko90iC0W9I2u","Be Real","Rasmus Faber",2,1,0.653,0.7859999999999999,0.581,0.00144,0.0693,-9.401,0.0773,0.687,99.995
3453,"somber","3LApsNoXrlZHPIhGNdo8P1","Sweet Return","Diamond Thug",5,1,0.905,0.6859999999999999,0.34600000000000003,0.0025399999999999997,0.10800000000000001,-10.423,0.0233,0.239,102.001
3454,"excited","0kSUH6KBoUrHWL93j1Lx3h","Come Back To Bed","Sean Stemaly",1,0,0.42,0.525,0.84,1.67e-05,0.361,-4.21,0.037000000000000005,0.8059999999999999,136.037
3455,"aggressive","2UKG4qqlsgzKg3rEecmfAq","Some People Hate","JAY-Z",11,1,0.005,0.754,0.8340000000000001,4.35e-05,0.121,-4.372,0.185,0.155,92.315
3456,"sensual","49dFIRQCQxPWgoH0m38XQ5","Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album","Lennon Stella",5,0,0.262,0.696,0.6859999999999999,0.0,0.174,-6.1129999999999995,0.0309,0.7,115.98200000000001
3457,"somber","5t9KYe0Fhd5cW6UYT4qP8f","Good Vibrations - Remastered","The Beach Boys",10,0,0.326,0.396,0.473,0.000124,0.109,-7.67,0.0345,0.385,133.44899999999998
3458,"sensual","0GoT8Ro3hwpyFZfPmg0Wk7","No Tell Lover - 2002 Remaster","Chicago",5,0,0.325,0.45299999999999996,0.75,0.000126,0.11699999999999999,-6.6579999999999995,0.18600000000000003,0.764,171.925
3459,"sentimental","00fhKpPny0gmIZnUXKzHXh","Itsy Bitsy","TIMMS",2,0,0.20199999999999999,0.7609999999999999,0.358,0.0,0.16699999999999998,-9.437000000000001,0.0859,0.51,127.086
